Fecha,Sexo,Edad,Pasos diarios,Calorías quemadas,Horas de sueño,Calidad del sueño,Frecuencia cardíaca promedio,Nivel de estrés,Estado de ánimo
2024-06-10,Femenino,52,14718,2822,6.5,1,82,2,Estresado
2024-06-15,Masculino,58,11711,2898,8.4,5,80,4,Estresado
2024-06-23,Masculino,64,12943,2177,4.5,4,69,2,Relajado
2024-05-16,Masculino,36,9430,2981,6.3,2,84,4,Neutral
2024-06-21,Masculino,37,10241,3307,5.0,2,79,8,Estresado
2024-06-09,Femenino,19,11344,2185,8.7,4,95,1,Estresado
2024-04-16,Masculino,23,7708,1965,6.3,1,86,1,Estresado
2024-02-06,Femenino,25,3230,2973,4.2,3,91,1,Feliz
2024-01-30,Masculino,59,3267,3220,8.9,2,98,3,Feliz
2024-04-25,Masculino,24,13482,2273,6.9,2,77,2,Relajado
2024-03-09,Masculino,46,12781,1907,8.2,1,62,8,Neutral
2024-05-07,Masculino,28,13032,2067,7.7,2,75,7,Feliz
2024-03-12,Masculino,21,10440,1820,4.2,1,90,1,Estresado
2024-01-30,Femenino,51,6149,2188,5.6,4,75,10,Estresado
2024-03-23,Femenino,39,13725,2446,8.6,2,63,9,Estresado
2024-04-11,Femenino,25,14285,2370,8.2,3,76,2,Relajado
2024-03-31,Femenino,48,7146,2016,7.1,5,86,9,Feliz
2024-06-19,Femenino,30,10936,1959,7.4,5,80,1,Feliz
2024-02-07,Femenino,47,8945,2669,7.3,5,87,1,Neutral
2024-06-04,Femenino,34,9558,2627,5.5,4,96,7,Estresado
2024-03-08,Masculino,27,6008,2814,7.6,1,89,9,Feliz
2024-03-01,Femenino,37,7318,2553,5.8,1,75,3,Estresado
2024-03-23,Femenino,25,10975,2993,4.1,2,63,7,Estresado
2024-06-20,Femenino,31,8698,2376,7.4,3,91,4,Relajado
2024-05-02,Femenino,55,12655,2773,9.0,3,90,3,Neutral
2024-02-29,Femenino,20,4384,1924,9.0,3,99,4,Neutral
2024-01-02,Masculino,35,5840,3356,8.0,1,67,2,Feliz
2024-05-30,Femenino,42,4274,2064,8.9,4,75,9,Feliz
2024-03-13,Femenino,47,3933,1814,6.3,1,80,7,Relajado
2024-01-29,Femenino,54,6944,2157,4.8,1,86,6,Relajado
2024-01-17,Masculino,36,5583,2360,4.9,2,69,5,Estresado
2024-02-06,Femenino,32,9636,2587,4.2,2,96,8,Estresado
2024-05-28,Femenino,37,10689,2072,6.0,2,79,6,Feliz
2024-05-10,Masculino,57,13163,2460,8.3,2,69,7,Relajado
2024-03-04,Masculino,46,14489,2253,5.6,2,84,8,Estresado
2024-01-18,Masculino,50,11177,3149,4.4,5,89,4,Neutral
2024-01-14,Masculino,63,8635,1953,8.0,3,69,2,Neutral
2024-05-09,Femenino,38,11272,2035,4.1,2,86,7,Neutral
2024-04-21,Masculino,61,5226,2888,7.6,3,63,8,Estresado
2024-01-20,Masculino,59,9395,1820,8.1,4,66,9,Feliz
2024-06-01,Masculino,27,4468,3442,4.6,2,91,7,Neutral
2024-03-03,Femenino,43,7301,1877,8.0,2,86,4,Estresado
2024-05-06,Femenino,45,5215,2945,4.1,3,73,3,Relajado
2024-01-30,Femenino,19,5090,3336,7.4,2,85,3,Estresado
2024-05-30,Femenino,57,11970,3496,8.5,5,83,6,Feliz
2024-02-11,Masculino,27,9141,3359,6.5,3,60,1,Feliz
2024-01-20,Femenino,44,6706,3017,8.7,4,79,5,Neutral
2024-05-06,Masculino,21,6557,2780,8.1,5,90,8,Estresado
2024-01-10,Femenino,41,10779,1859,8.3,3,66,5,Relajado
2024-05-14,Femenino,52,8864,3081,4.6,3,77,6,Relajado
2024-06-13,Masculino,43,13620,1964,5.0,3,64,4,Neutral
2024-05-22,Masculino,43,11820,3360,4.6,5,98,7,Feliz
2024-05-10,Masculino,38,6509,2903,8.9,5,72,8,Neutral
2024-05-13,Masculino,36,6083,1971,6.1,3,67,6,Estresado
2024-03-07,Masculino,60,11788,2912,6.3,1,92,10,Feliz
2024-04-13,Femenino,44,10503,3195,5.8,5,69,2,Relajado
2024-05-02,Masculino,52,5274,1892,5.9,5,64,1,Feliz
2024-06-07,Femenino,53,14595,2814,4.8,2,66,5,Neutral
2024-03-23,Femenino,28,7395,2642,7.5,3,76,10,Relajado
2024-02-03,Masculino,43,14654,1982,7.4,5,60,7,Feliz
2024-05-27,Masculino,18,4121,1854,8.3,4,76,2,Feliz
2024-06-27,Masculino,45,8714,2415,7.3,4,84,10,Neutral
2024-06-17,Masculino,41,8139,2299,7.9,2,88,9,Neutral
2024-04-11,Masculino,41,3070,3414,5.7,4,60,6,Estresado
2024-02-12,Femenino,64,4146,2311,6.0,5,60,5,Relajado
2024-03-22,Femenino,21,6737,2885,6.2,1,90,4,Neutral
2024-01-27,Masculino,51,9354,2228,4.5,1,90,8,Estresado
2024-06-07,Masculino,60,5103,1965,8.2,3,66,9,Estresado
2024-02-29,Masculino,32,4040,1888,8.5,5,88,7,Feliz
2024-06-15,Masculino,57,14430,1817,7.4,2,87,1,Neutral
2024-01-26,Femenino,63,13015,2759,8.3,2,88,3,Feliz
2024-06-15,Femenino,58,8611,2310,7.7,4,98,6,Estresado
2024-02-14,Masculino,35,11428,3496,8.6,5,99,5,Relajado
2024-06-15,Femenino,25,9113,3346,5.8,5,88,4,Estresado
2024-03-16,Masculino,52,11838,3274,4.7,5,77,5,Feliz
2024-04-23,Masculino,61,8634,1816,8.7,2,91,2,Relajado
2024-03-21,Femenino,42,8985,2775,4.3,2,64,1,Relajado
2024-04-02,Femenino,63,9657,2614,8.5,4,64,7,Estresado
2024-02-19,Femenino,39,8627,3109,8.0,1,86,9,Relajado
2024-02-13,Femenino,56,9593,2212,5.2,5,66,9,Relajado
2024-06-18,Masculino,35,10944,3116,4.5,2,79,5,Feliz
2024-03-08,Masculino,46,13542,3062,6.8,3,73,4,Relajado
2024-05-22,Masculino,44,10571,2758,5.4,4,83,7,Neutral
2024-04-04,Femenino,59,13816,1955,6.7,1,97,2,Neutral
2024-02-14,Femenino,63,8344,3488,4.8,3,82,4,Estresado
2024-06-07,Femenino,34,3661,3157,7.4,5,93,8,Relajado
2024-01-19,Femenino,34,3813,3138,5.1,1,77,2,Feliz
2024-06-01,Masculino,28,13631,2065,6.6,3,80,7,Neutral
2024-05-24,Femenino,32,11716,2240,8.9,4,82,9,Estresado
2024-01-12,Masculino,57,4528,2760,5.7,3,93,2,Neutral
2024-03-08,Femenino,56,11873,3292,6.1,5,72,7,Neutral
2024-05-26,Femenino,56,13426,2868,7.4,5,80,8,Feliz
2024-04-12,Femenino,45,13688,2942,7.7,1,76,3,Estresado
2024-06-09,Femenino,64,5556,2084,8.0,3,75,7,Neutral
2024-05-16,Femenino,51,7942,3194,5.1,1,86,10,Relajado
2024-04-07,Masculino,20,11261,2248,7.2,3,93,2,Neutral
2024-02-19,Femenino,64,5094,3432,8.6,1,98,2,Neutral
2024-04-01,Femenino,25,14549,2689,8.6,1,84,7,Relajado
2024-03-06,Masculino,40,6608,3296,5.7,4,74,6,Relajado
2024-02-22,Masculino,33,12722,1891,5.1,2,70,7,Estresado
2024-04-23,Femenino,60,7828,2976,4.1,1,98,6,Estresado
2024-01-31,Femenino,39,3079,3048,8.0,2,77,10,Relajado
2024-06-02,Femenino,47,12444,2594,8.2,4,88,6,Neutral
2024-04-04,Masculino,36,13179,3138,7.6,3,91,5,Feliz
2024-02-21,Masculino,59,12919,2448,8.2,1,74,10,Estresado
2024-05-30,Femenino,54,12472,2164,8.2,1,74,2,Neutral
2024-05-06,Femenino,55,11498,3319,4.4,1,80,9,Feliz
2024-02-29,Masculino,51,9333,3167,6.0,5,95,5,Feliz
2024-02-03,Masculino,28,5444,2714,5.8,3,64,1,Neutral
2024-05-28,Femenino,53,14107,2506,8.1,5,72,9,Neutral
2024-04-14,Femenino,51,9953,3110,6.6,1,68,5,Relajado
2024-05-04,Femenino,63,8891,3296,6.2,2,78,10,Estresado
2024-04-25,Femenino,20,9508,2460,6.7,4,95,10,Feliz
2024-02-21,Masculino,25,11120,3223,5.5,3,66,9,Estresado
2024-01-06,Femenino,39,9641,1822,4.5,4,73,4,Relajado
2024-05-15,Femenino,18,9289,3369,4.2,2,81,3,Relajado
2024-01-03,Femenino,25,13839,2924,4.6,1,81,3,Estresado
2024-03-25,Masculino,28,4420,2120,8.5,4,74,9,Estresado
2024-03-19,Femenino,46,3152,2337,5.8,4,90,1,Relajado
2024-01-30,Masculino,42,11739,3089,8.6,1,85,1,Neutral
2024-06-15,Masculino,24,14601,1975,8.4,5,72,2,Estresado
2024-03-15,Masculino,64,5869,1815,8.0,5,81,4,Relajado
2024-04-16,Femenino,63,13957,3069,4.6,2,75,3,Relajado
2024-06-14,Femenino,53,6934,1972,7.7,4,88,7,Neutral
2024-01-03,Femenino,30,7991,2018,7.3,5,69,4,Relajado
2024-02-18,Femenino,33,5138,3269,4.2,1,91,6,Neutral
2024-02-07,Masculino,37,11324,2030,8.0,2,86,6,Neutral
2024-06-16,Femenino,47,14182,1912,7.1,5,73,5,Estresado
2024-06-07,Masculino,56,8687,1951,6.9,5,74,2,Estresado
2024-03-06,Femenino,38,6596,2469,8.8,4,87,5,Relajado
2024-01-06,Masculino,33,3024,3379,4.6,1,92,4,Relajado
2024-06-09,Masculino,46,4000,2535,7.1,5,74,8,Estresado
2024-03-31,Masculino,21,9131,1968,5.4,1,72,8,Feliz
2024-06-20,Masculino,39,4415,2716,8.8,4,63,3,Estresado
2024-04-26,Masculino,21,10647,3232,4.0,4,80,10,Feliz
2024-06-09,Masculino,20,12477,2183,5.2,5,79,9,Neutral
2024-06-05,Femenino,48,7293,3161,6.1,3,78,5,Feliz
2024-04-22,Femenino,37,12604,3131,4.6,1,90,6,Estresado
2024-04-09,Femenino,42,8164,3467,5.4,1,93,2,Neutral
2024-02-11,Masculino,64,11795,2034,4.6,3,82,5,Estresado
2024-03-20,Femenino,42,9375,2970,6.8,3,77,3,Estresado
2024-04-06,Femenino,37,9473,2160,4.1,5,79,6,Neutral
2024-05-02,Femenino,56,12414,2977,7.3,1,83,8,Estresado
2024-02-21,Masculino,59,7961,2023,7.0,3,92,5,Relajado
2024-01-03,Femenino,49,8283,2259,8.9,4,65,2,Feliz
2024-03-31,Femenino,62,6155,2508,6.4,3,63,6,Neutral
2024-05-31,Masculino,27,9322,2848,5.5,2,71,2,Estresado
2024-02-09,Masculino,52,12551,2332,6.5,2,92,6,Feliz
2024-06-09,Masculino,43,3987,3263,6.4,5,72,2,Neutral
2024-05-14,Masculino,57,13299,3461,7.7,4,65,1,Estresado
2024-01-31,Femenino,52,11976,3424,8.8,4,76,4,Neutral
2024-01-15,Femenino,45,10023,2183,7.9,4,72,1,Relajado
2024-02-19,Femenino,55,4318,2907,6.5,2,93,10,Estresado
2024-04-17,Femenino,28,3970,2455,7.6,4,66,3,Estresado
2024-05-05,Masculino,29,3910,3296,8.9,3,72,3,Neutral
2024-04-18,Femenino,60,6660,2280,6.6,1,89,2,Feliz
2024-06-07,Femenino,26,5966,1943,6.8,1,71,6,Neutral
2024-05-03,Femenino,22,9763,2416,4.0,4,62,4,Neutral
2024-04-03,Masculino,33,8939,3043,4.6,5,77,10,Relajado
2024-01-08,Masculino,30,3861,2641,4.7,4,61,8,Feliz
2024-06-11,Femenino,52,3369,2466,7.8,1,89,5,Neutral
2024-02-23,Masculino,44,4241,2357,4.4,4,96,8,Estresado
2024-02-12,Masculino,24,10009,2343,8.0,5,75,7,Neutral
2024-04-10,Femenino,34,7696,2710,4.1,4,80,1,Relajado
2024-03-04,Masculino,64,10954,2478,6.5,3,92,6,Neutral
2024-05-27,Femenino,42,13566,3497,4.1,1,63,6,Relajado
2024-01-21,Femenino,22,5014,2764,4.4,3,81,2,Neutral
2024-04-18,Femenino,27,12635,2196,5.9,3,69,5,Feliz
2024-01-24,Femenino,30,3802,2374,7.9,1,69,7,Relajado
2024-02-27,Femenino,27,11549,2728,7.1,5,93,6,Relajado
2024-05-13,Masculino,48,12968,3059,7.3,4,80,10,Relajado
2024-03-20,Femenino,38,4298,3107,6.9,5,77,9,Relajado
2024-03-08,Femenino,40,9329,3220,4.1,5,89,2,Relajado
2024-05-17,Femenino,44,6120,2443,8.8,2,73,6,Relajado
2024-05-07,Masculino,48,8052,2633,8.6,1,63,9,Feliz
2024-01-08,Femenino,55,11179,2832,8.3,2,78,4,Estresado
2024-01-06,Femenino,46,14333,2216,6.9,4,89,3,Feliz
2024-06-20,Masculino,38,8474,2878,5.0,2,94,3,Feliz
2024-06-09,Masculino,46,4091,2148,7.5,4,79,4,Neutral
2024-02-19,Femenino,27,8684,3200,6.3,4,79,8,Neutral
2024-02-12,Masculino,51,5074,2814,6.5,3,87,6,Relajado
2024-01-12,Masculino,54,11790,2979,8.2,5,77,9,Relajado
2024-02-16,Masculino,22,10916,2927,6.1,3,87,2,Relajado
2024-02-15,Masculino,43,9827,3021,4.4,3,77,7,Relajado
2024-04-15,Femenino,29,14616,3183,6.4,1,61,2,Feliz
2024-05-16,Femenino,55,12723,1905,5.7,3,76,3,Feliz
2024-05-01,Femenino,39,6550,3152,8.4,4,90,1,Neutral
2024-06-15,Femenino,55,3728,2570,8.1,1,70,4,Relajado
2024-01-26,Femenino,51,8272,2321,5.7,3,69,7,Neutral
2024-01-15,Femenino,53,4279,2543,7.0,1,64,6,Feliz
2024-04-17,Masculino,33,14552,1980,5.5,5,93,3,Neutral
2024-02-28,Masculino,46,4356,3440,8.1,4,73,3,Estresado
2024-03-19,Masculino,39,10368,3207,7.6,2,82,10,Neutral
2024-04-15,Masculino,31,14317,2567,5.6,3,75,8,Relajado
2024-05-11,Femenino,56,13690,3291,4.5,1,64,5,Relajado
2024-05-29,Femenino,28,12718,2977,4.1,5,71,2,Estresado
2024-04-26,Femenino,34,9546,3089,7.7,5,61,8,Estresado
2024-04-08,Masculino,22,14683,2613,6.6,3,99,1,Relajado
2024-04-10,Femenino,18,7273,2169,8.5,1,65,9,Neutral
2024-04-22,Masculino,59,6811,2955,5.8,1,91,1,Estresado
2024-01-26,Femenino,24,12390,1923,6.4,2,84,9,Relajado
2024-03-01,Femenino,28,12804,3186,8.8,3,92,1,Estresado
2024-06-06,Femenino,48,13933,2998,6.7,4,77,7,Feliz
2024-03-13,Femenino,44,6661,2887,4.5,5,88,6,Estresado
2024-06-09,Femenino,39,7256,3230,7.3,5,65,9,Relajado
2024-01-28,Femenino,26,9033,2268,8.3,1,98,4,Estresado
2024-03-31,Masculino,24,8256,2193,8.9,4,88,7,Relajado
2024-05-30,Masculino,64,8928,2052,4.1,2,71,1,Estresado
2024-03-07,Femenino,59,6626,2152,6.8,4,81,1,Estresado
2024-05-09,Masculino,43,7121,2036,5.8,1,81,1,Estresado
2024-06-02,Masculino,56,4645,3292,7.3,2,73,7,Estresado
2024-02-23,Masculino,25,7982,2522,6.3,2,60,10,Estresado
2024-04-12,Masculino,43,7901,1974,8.2,1,64,8,Relajado
2024-01-17,Masculino,44,10016,3369,8.9,4,87,1,Feliz
2024-02-19,Femenino,24,9516,2035,6.7,4,72,10,Neutral
2024-03-27,Masculino,42,7939,2142,5.2,1,74,6,Feliz
2024-01-25,Masculino,49,5206,2774,4.8,4,78,2,Feliz
2024-01-21,Femenino,18,9964,3235,7.7,1,87,7,Feliz
2024-05-12,Femenino,24,5887,2783,9.0,3,99,1,Relajado
2024-02-10,Femenino,27,8798,2333,7.3,2,89,6,Relajado
2024-06-01,Masculino,47,8347,2481,4.8,2,89,4,Relajado
2024-05-13,Femenino,55,7695,2759,7.3,5,71,7,Relajado
2024-02-11,Masculino,38,12160,3309,8.1,2,70,8,Relajado
2024-01-28,Masculino,64,3403,1954,4.3,5,65,4,Estresado
2024-02-03,Masculino,39,4682,2110,5.1,4,91,9,Estresado
2024-04-27,Femenino,61,5825,2291,8.3,5,60,10,Feliz
2024-05-19,Masculino,31,11906,2053,7.3,3,96,1,Neutral
2024-04-17,Masculino,47,5059,2993,4.9,2,75,5,Relajado
2024-02-14,Masculino,39,5832,3064,4.0,5,96,6,Neutral
2024-04-24,Masculino,49,12983,2413,8.4,4,88,2,Estresado
2024-04-30,Femenino,60,13850,3217,4.0,2,88,5,Feliz
2024-06-16,Femenino,43,8917,2188,8.5,2,76,3,Relajado
2024-06-28,Femenino,26,6320,3277,6.4,2,99,10,Estresado
2024-02-16,Masculino,36,9375,1949,7.1,3,67,1,Feliz
2024-06-12,Masculino,20,14394,2194,5.8,2,64,2,Neutral
2024-03-26,Masculino,22,11607,2496,6.9,3,87,5,Relajado
2024-03-17,Masculino,32,8136,3407,4.8,3,76,10,Neutral
2024-01-30,Femenino,23,3040,2722,5.1,1,74,8,Feliz
2024-05-26,Masculino,49,5172,1842,5.5,3,62,2,Estresado
2024-02-14,Femenino,28,14902,1825,5.9,1,73,10,Estresado
2024-04-20,Femenino,57,9854,3169,7.8,2,82,10,Relajado
2024-03-01,Masculino,46,14191,2262,6.8,2,90,1,Estresado
2024-02-01,Masculino,50,6320,2230,8.6,2,89,4,Neutral
2024-06-07,Femenino,42,5773,2814,6.8,2,74,2,Estresado
2024-04-21,Femenino,21,3258,3337,5.0,5,77,1,Relajado
2024-03-20,Masculino,57,14261,2639,8.8,1,66,6,Neutral
2024-01-14,Femenino,58,11136,2237,8.2,5,86,9,Relajado
2024-06-07,Femenino,24,9801,2586,6.3,3,66,3,Neutral
2024-02-09,Femenino,61,6036,2163,5.1,2,73,5,Relajado
2024-04-12,Masculino,41,3003,2032,4.2,1,83,3,Estresado
2024-05-10,Masculino,53,5452,2416,6.3,4,80,5,Relajado
2024-04-08,Masculino,32,9010,3146,7.9,1,74,7,Neutral
2024-03-08,Femenino,62,14496,1974,7.2,3,68,1,Neutral
2024-06-24,Masculino,20,9711,3043,4.1,1,79,8,Estresado
2024-05-11,Femenino,40,12232,2253,4.6,2,77,6,Feliz
2024-03-10,Femenino,39,6088,2531,8.5,1,85,10,Estresado
2024-04-24,Femenino,18,7400,3280,8.3,3,65,1,Feliz
2024-06-17,Masculino,57,10000,1815,8.1,4,80,8,Relajado
2024-05-01,Femenino,42,8248,2281,8.6,1,90,9,Feliz
2024-04-29,Masculino,27,7211,3274,8.4,5,69,10,Relajado
2024-02-23,Masculino,25,8694,2452,6.5,5,83,8,Estresado
2024-04-16,Femenino,39,4128,3212,5.3,1,64,10,Estresado
2024-04-24,Masculino,41,14601,3036,5.8,4,69,10,Neutral
2024-06-15,Masculino,28,13313,2344,5.9,1,89,10,Feliz
2024-02-12,Femenino,39,6158,2378,5.4,1,64,4,Relajado
2024-05-09,Masculino,41,12536,2927,5.8,4,73,1,Estresado
2024-06-22,Masculino,24,5143,1836,4.3,4,95,6,Relajado
2024-02-19,Masculino,19,3759,2562,7.5,1,68,10,Neutral
2024-02-01,Masculino,53,11115,2062,4.7,3,96,8,Feliz
2024-04-20,Femenino,46,7464,1920,8.8,5,99,10,Neutral
2024-02-12,Femenino,59,12233,2664,5.3,4,66,3,Relajado
2024-02-16,Femenino,61,8625,2856,8.0,3,91,3,Feliz
2024-06-10,Masculino,38,9275,2359,9.0,4,65,1,Relajado
2024-05-06,Masculino,57,9220,3421,5.2,3,74,8,Neutral
2024-01-23,Masculino,57,10995,3476,6.4,4,72,5,Estresado
2024-03-07,Femenino,42,5532,1862,8.5,4,69,7,Neutral
2024-01-09,Femenino,63,8008,2590,7.1,4,81,4,Estresado
2024-02-09,Femenino,33,9918,2507,7.7,3,76,7,Neutral
2024-05-05,Femenino,53,10608,2783,8.4,5,80,10,Neutral
2024-01-11,Femenino,22,9980,3122,8.4,3,93,9,Neutral
2024-05-20,Masculino,18,14220,3157,8.0,3,68,10,Feliz
2024-03-19,Masculino,43,12241,3216,5.8,1,67,2,Relajado
2024-06-06,Femenino,24,14478,2148,8.1,2,98,1,Feliz
2024-05-16,Masculino,35,13849,2947,5.9,4,81,7,Estresado
2024-04-01,Masculino,23,10649,2675,7.0,4,83,2,Neutral
2024-03-03,Femenino,63,5075,3470,4.8,1,94,8,Relajado
2024-01-18,Masculino,40,10804,2865,5.7,1,70,4,Neutral
2024-03-29,Masculino,54,11143,2406,6.1,2,68,2,Relajado
2024-03-14,Masculino,58,12439,2379,8.5,4,81,9,Estresado
2024-01-06,Masculino,62,7702,2988,7.2,1,65,10,Relajado
2024-01-23,Masculino,61,7134,2948,4.3,4,89,10,Relajado
2024-04-09,Femenino,38,14760,1867,7.8,5,88,5,Neutral
2024-05-01,Femenino,20,13206,2485,4.9,2,91,10,Feliz
2024-02-12,Masculino,56,14669,3194,4.0,5,81,5,Estresado
2024-05-24,Masculino,24,9363,3189,4.4,3,76,7,Estresado
2024-01-25,Femenino,57,4282,2266,6.0,2,76,5,Feliz
2024-02-15,Masculino,23,9648,3323,6.1,2,62,9,Relajado
2024-01-13,Masculino,58,9643,2466,6.1,5,81,6,Feliz
2024-01-10,Femenino,21,3765,3231,8.4,2,65,9,Relajado
2024-03-07,Masculino,42,14387,3113,8.0,3,82,3,Neutral
2024-01-09,Femenino,53,5910,2527,4.1,2,70,5,Neutral
2024-05-10,Femenino,41,8954,2758,5.4,2,67,8,Feliz
2024-02-03,Masculino,44,3507,3278,8.4,1,65,5,Neutral
2024-04-02,Masculino,23,11766,2752,6.3,1,71,5,Estresado
2024-04-23,Femenino,47,11675,3357,8.7,1,93,5,Estresado
2024-06-10,Femenino,45,10636,3074,4.4,5,71,3,Relajado
2024-01-29,Femenino,24,6049,3120,4.6,1,65,8,Estresado
2024-06-28,Masculino,42,10420,3251,5.3,5,76,9,Estresado
2024-02-01,Femenino,51,12304,2160,8.2,1,81,5,Neutral
2024-03-10,Masculino,49,3594,1925,5.6,2,67,10,Neutral
2024-05-31,Femenino,25,10181,2036,5.4,2,80,1,Relajado
2024-04-15,Femenino,41,7002,2658,4.1,3,70,10,Relajado
2024-01-10,Femenino,57,13519,2543,6.8,3,69,3,Neutral
2024-06-03,Femenino,28,12688,3434,6.4,4,90,5,Relajado
2024-01-13,Masculino,44,6034,3294,8.7,3,82,8,Feliz
2024-04-29,Masculino,24,13740,2615,7.8,1,98,3,Feliz
2024-05-17,Masculino,55,8526,2305,7.4,4,97,10,Feliz
2024-02-05,Masculino,26,10532,1914,4.6,4,64,2,Neutral
2024-05-15,Masculino,41,9680,2702,5.2,2,62,6,Relajado
2024-02-03,Masculino,44,9834,2385,8.4,2,64,10,Estresado
2024-04-30,Femenino,23,6985,3210,5.5,1,88,3,Relajado
2024-05-20,Femenino,56,5294,2898,5.7,5,62,7,Relajado
2024-03-29,Femenino,18,3679,2583,6.2,2,73,9,Feliz
2024-02-05,Femenino,32,3302,3200,7.6,4,60,3,Relajado
2024-03-13,Masculino,20,7814,3257,7.6,4,83,10,Estresado
2024-02-24,Masculino,20,6787,3328,6.3,4,89,6,Feliz
2024-06-22,Femenino,47,4267,2028,9.0,5,77,10,Feliz
2024-06-05,Masculino,43,5589,3113,8.4,4,70,2,Estresado
2024-01-07,Femenino,57,9190,3073,7.0,5,61,6,Neutral
2024-05-23,Masculino,40,14795,2681,7.9,4,62,10,Feliz
2024-02-17,Masculino,54,5929,2697,4.7,5,75,2,Estresado
2024-03-29,Masculino,26,8551,3424,4.2,5,71,7,Neutral
2024-02-20,Masculino,62,13095,2209,5.4,3,82,4,Neutral
2024-01-09,Masculino,59,10365,2497,6.7,3,76,1,Feliz
2024-03-13,Femenino,51,3881,3406,8.8,3,94,4,Neutral
2024-03-08,Femenino,27,11194,2969,7.3,4,66,7,Neutral
2024-02-10,Femenino,19,11145,2403,7.6,5,65,9,Neutral
2024-01-26,Femenino,61,8693,2860,5.1,3,74,9,Neutral
2024-06-19,Masculino,54,14919,1802,5.8,1,71,10,Neutral
2024-05-16,Femenino,58,10889,2791,6.8,1,90,6,Relajado
2024-06-07,Masculino,47,12778,2288,5.4,2,77,4,Estresado
2024-05-04,Masculino,47,4372,2037,7.2,2,71,8,Relajado
2024-06-06,Masculino,53,8598,1892,4.9,1,91,5,Feliz
2024-05-12,Masculino,48,14064,3063,8.7,2,86,7,Relajado
2024-06-18,Masculino,36,8051,2277,8.0,1,91,2,Neutral
2024-01-23,Masculino,55,4512,1875,6.5,3,96,1,Neutral
2024-04-19,Masculino,28,3207,3025,6.8,2,95,3,Relajado
2024-04-30,Femenino,50,11964,2033,7.6,4,88,9,Neutral
2024-06-05,Masculino,60,5115,2675,8.2,2,92,3,Estresado
2024-04-10,Femenino,20,13636,2206,5.9,1,78,7,Feliz
2024-01-10,Femenino,52,14666,2004,5.9,1,91,6,Neutral
2024-03-14,Femenino,34,9374,2686,6.5,3,77,6,Feliz
2024-02-01,Femenino,59,8407,2634,5.9,5,77,7,Estresado
2024-05-09,Masculino,26,4772,3477,5.4,2,73,6,Feliz
2024-01-19,Femenino,23,5861,2817,8.5,1,92,1,Neutral
2024-06-07,Masculino,59,8381,2694,4.0,1,91,5,Relajado
2024-03-25,Masculino,25,11740,2416,8.5,3,71,9,Estresado
2024-02-20,Masculino,59,14129,1951,8.6,2,93,1,Feliz
2024-03-08,Masculino,45,12850,2606,7.2,2,77,6,Relajado
2024-01-17,Femenino,48,13824,2115,5.7,4,80,4,Neutral
2024-04-04,Masculino,42,4850,2632,5.4,1,91,3,Estresado
2024-04-18,Femenino,42,5433,2789,4.2,3,95,1,Neutral
2024-05-29,Masculino,60,7554,3201,7.4,4,74,8,Estresado
2024-06-05,Masculino,21,14756,2338,8.0,4,94,8,Feliz
2024-01-15,Femenino,40,6871,2514,7.9,3,96,7,Neutral
2024-01-23,Masculino,59,10103,2986,7.0,1,61,7,Feliz
2024-05-09,Femenino,46,9107,2900,4.9,3,74,2,Neutral
2024-01-22,Femenino,24,14522,2726,7.4,2,71,3,Relajado
2024-06-11,Femenino,52,11826,1972,6.6,2,92,3,Relajado
2024-04-21,Femenino,30,7035,2212,7.7,3,69,4,Estresado
2024-03-07,Masculino,18,14983,2661,8.6,2,86,10,Relajado
2024-02-19,Masculino,41,7285,2697,4.5,3,63,9,Estresado
2024-04-22,Femenino,40,13300,1883,6.9,3,65,8,Relajado
2024-03-14,Femenino,53,10260,2274,7.7,5,88,10,Estresado
2024-02-04,Femenino,41,10818,2308,7.4,4,82,9,Relajado
2024-02-21,Masculino,41,11650,1803,7.9,4,76,10,Feliz
2024-04-18,Femenino,57,8952,3429,8.6,3,78,8,Neutral
2024-04-06,Femenino,26,9468,2101,5.5,2,84,9,Feliz
2024-01-05,Masculino,36,13825,3174,8.8,4,93,1,Feliz
2024-01-16,Femenino,31,5586,2152,8.5,5,64,8,Neutral
2024-01-24,Femenino,22,4121,3499,7.5,1,94,1,Relajado
2024-05-08,Femenino,57,12592,3155,8.6,2,62,8,Relajado
2024-02-01,Masculino,48,7657,3462,7.0,1,94,4,Estresado
2024-01-30,Masculino,25,4719,2740,6.3,2,86,6,Relajado
2024-06-20,Masculino,32,7428,3285,8.7,5,98,1,Neutral
2024-06-27,Masculino,47,5323,2612,7.7,1,86,7,Neutral
2024-04-14,Femenino,26,5974,2996,8.7,1,80,7,Relajado
2024-05-07,Masculino,31,9451,2657,7.8,4,71,7,Estresado
2024-06-28,Femenino,40,7588,3347,6.4,2,83,9,Relajado
2024-06-15,Masculino,57,5903,2342,6.6,4,73,3,Feliz
2024-03-21,Masculino,31,13056,2755,6.3,2,75,3,Relajado
2024-04-07,Masculino,35,12298,3408,4.2,5,72,7,Feliz
2024-04-17,Masculino,24,8113,1830,6.6,2,89,4,Feliz
2024-02-18,Masculino,43,12506,3082,7.1,1,78,2,Estresado
2024-01-12,Masculino,53,7500,2313,6.8,2,69,2,Relajado
2024-06-08,Masculino,54,5606,2432,8.9,3,69,4,Feliz
2024-04-24,Femenino,37,14610,3349,8.2,4,68,6,Feliz
